name;area_genre;rating;dinner_rating;lunch_rating;dinner_budget;lunch_budget;table;pr
ヨプの王豚塩焼（熟成肉専門店） 新大久保本店;（新大久保 / 韓国料理、韓国鍋、焼肉）;3.15;3.09;3.07;￥3,000～￥3,999;￥1,000～￥1,999;120席／個室なし／全面喫煙可;【忘年会予約受付中】12月号(焼肉特集)東京カレンダーに掲載♪韓国で大人気の熟成肉専門店が日本初上陸！！ 女子会・誕生日コースに誕生日メッセージ色紙のサプライズ有...
いちりん;（新宿三丁目 / 割烹・小料理、寿司、しゃぶしゃぶ）;3.46;3.46;-;￥6,000～￥7,999;-;35席／個室あり(6人可、8人可、10～20人可)／分煙;元祖 雲丹しゃぶと創作寿司の大人和食いちりんです。 美味しい日本酒も色々用意してお待ちしております！
セカンドカフェ;（東新宿 / イタリアン、カフェ、ワインバー）;-;-;-;￥3,000～￥3,999; ～￥999;20席／個室なし／全面喫煙可;６月にオープンしたての綺麗な店内！ゆったりしながらワインと料理に舌鼓♪FREEWi-FiとUSBを完備したくつろぎ空間。ゆっくりしたくなるお店。
カルヴァドス クオーレ;（新宿三丁目 / ダイニングバー、バー、バー・お酒（その他））;3.00;3.00;-;￥5,000～￥5,999;-;16席／個室なし／全面喫煙可;一流マジシャンを独り占め…迫力のパフォーマンスで記憶に残る感動のひとときを
吟;（東新宿 / しゃぶしゃぶ、水炊き、郷土料理（その他））;3.14;3.14;3.01;￥6,000～￥7,999;￥5,000～￥5,999;30席／個室なし／全面喫煙可;鹿児島産黒豚のレタしゃぶ鍋は絶品！！ 新宿歌舞伎町で九州の旨い料理とお酒を堪能できるお店
安安 新宿職安通り店;（東新宿 / 焼肉、居酒屋、ホルモン）;-;-;-;￥2,000～￥2,999;-;130席／個室なし／分煙;【本格炭火七輪焼肉/食べ放題・飲み放題あり】美味しい焼肉を安全で安くお腹いっぱいに♪歓送迎会・焼肉宴会は安安で決まり！コース1480円～、食べ放題1980円～ご用...
モンシリ;（新宿三丁目 / 韓国料理、焼肉、韓国鍋）;3.54;3.54;3.01;￥3,000～￥3,999;￥1,000～￥1,999;90席／個室あり／分煙;”モンシリ名物のつきだし”と冬は暖かい鍋物かサムギョプサルで乾杯！
名家;（東新宿 / 韓国料理、韓国鍋）;3.53;3.52;3.09;￥3,000～￥3,999; ～￥999;38席／個室なし／全面喫煙可;カンジャンケジャンが美味しいと人気です！！
せいちゃん 歌舞伎町;（東新宿 / 居酒屋、たこ焼き、串揚げ・串かつ）;3.04;3.04;-;￥2,000～￥2,999;-;37席／個室あり(6人可、8人可)／全面喫煙可;歌舞伎町のバッティングセンター前！本物の大阪串カツ、たこ焼き、かすうどん、どてをリーズナブルな価格でお楽しみください！
幸永 本店;（東新宿 / ホルモン、焼肉、韓国料理）;3.55;3.55;-;￥4,000～￥4,999;-;58席／個室なし／全面喫煙可;全てのホルモン通をうならせる全国区の有名店!! 他店にはない品も多数取揃え、これぞ本格焼肉･ホルモン屋!!
roof top bar & terrace G;（東新宿 / バー、ダイニングバー、レストラン（その他））;3.12;3.12;-;￥4,000～￥4,999;-;100席／個室なし／全面喫煙可;カップル・友人同士・仕事仲間で、新宿の夜景を一望できるデザイナーズホテルの屋上にあるバー☆日本では数少ない解放感溢れるルーフトップテラス☆朝4:00までオープン。
するり;（新宿三丁目 / しゃぶしゃぶ、懐石・会席料理、中国鍋・火鍋）;3.37;3.32;3.10;￥3,000～￥3,999;￥1,000～￥1,999;103席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可)／分煙;大人のための和モダンな光の空間★一流料亭出身の職人たちがつむぎだす素材を活かした絶品うどん＆和食の数々★上質なひとときを貴方のために…！
楽座;（新大久保 / 居酒屋）;3.12;-;3.12;-;￥1,000～￥1,999;;函館直送「天然活いか」とパティシエがつくるスイーツが楽しめる和風居酒屋
プングム 新大久保本店;（新大久保 / 韓国料理、焼肉、バイキング）;3.13;3.03;3.11;￥3,000～￥3,999;￥1,000～￥1,999;160席／個室あり(4人可、6人可、8人可、10～20人可)／全面喫煙可;≪忘新年会もプングムで！ご予約受付中！≫★平日ランチが絶対お得★サムギョプサル1人前780円♪★新大久保で女子会・韓流会ならプングム本店へ★
カンティーナ;（東新宿 / バー、ダイニングバー、イタリアン）;-;-;-;￥3,000～￥3,999;-;26席／個室あり(2人可、4人可、6人可)／全面喫煙可;350種以上の洋酒と30種類以上のフードメニュー、ウイスキー多数。 夜中でもしっかりお食事が出来ます。
多味;（東新宿 / 焼肉、韓国料理）;-;-;-;￥2,000～￥2,999;-;30席／個室あり(4人可)／全面喫煙可;こだわりの和牛希少部位をはじめ美味しいお肉をリーズナブルな価格でご堪能ください。
蓮;（東新宿 / 和食（その他））;-;-;-;-;-;;
ホルモン焼幸永 ２号店;（東新宿 / 焼肉）;-;-;-;-;-;;
春川鶏カルビ;（新大久保 / 韓国料理、鳥料理）;3.09;3.07;3.02;￥3,000～￥3,999; ～￥999;26席／個室なし;
ぽんでぃしぇり;（東新宿 / カフェ・喫茶（その他）、バー・お酒（その他））;3.00;3.00;-;￥2,000～￥2,999;￥1,000～￥1,999;個室なし;
タリーズコーヒー  新宿イーストサイドスクエア店;（東新宿 / カフェ、コーヒー専門店）;3.03;3.00;3.03; ～￥999; ～￥999;90席／個室なし／分煙;
ぶた番長;（西武新宿 / 焼きとん、ホルモン、もつ鍋）;-;-;-;￥2,000～￥2,999;-;33席／個室なし／全面喫煙可;
カンティーナ;（西武新宿 / バー、ダイニングバー、バー・お酒（その他））;-;-;-;￥3,000～￥3,999;-;10席／個室なし／全面喫煙可;
マサラステーション;（東新宿 / インドカレー、インド料理）;3.14;3.11;3.03;￥1,000～￥1,999; ～￥999;個室なし;
美名家;（東新宿 / 韓国料理、韓国鍋）;3.44;3.38;3.09;￥3,000～￥3,999; ～￥999;個室なし;
ラブティーケーオー;（東新宿 / バー）;3.01;3.01;-;￥2,000～￥2,999;-;個室なし／全面喫煙可;
楽屋;（東新宿 / 居酒屋、郷土料理（その他））;3.00;3.00;-;￥1,000～￥1,999;-;;
メルヘン;（東新宿 / 喫茶店）;-;-;-;-; ～￥999;;
辛辛（シンシン）－韓国料理店;（東新宿 / 焼肉、韓国料理、居酒屋）;3.10;3.10;-;￥5,000～￥5,999;-;個室なし;
嘉楽飯店;（東新宿 / 中華料理）;-;-;-;￥3,000～￥3,999;-;;
マラコー;（西武新宿 / タイ料理、タイカレー、パブ）;3.13;3.13;-;￥3,000～￥3,999;-;20席／個室なし／全面喫煙可;
ダイニングバー ガルフ;（西武新宿 / 洋食・欧風料理（その他））;-;-;-;-;-;;
ニュータイプ;（新宿三丁目 / その他）;-;-;-;￥3,000～￥3,999;-;個室なし／全面喫煙可;
イハワン;（東新宿 / 無国籍料理）;-;-;-;￥3,000～￥3,999;-;55席／個室なし／全面喫煙可;
バーミヤン 東新宿駅前店;（東新宿 / 中華料理、飲茶・点心、餃子）;3.01;3.01;3.00;￥1,000～￥1,999; ～￥999;個室なし／分煙;
龍食 新宿東口店;（西武新宿 / 中華料理、餃子、中華麺（その他））;3.03;3.03;-;￥3,000～￥3,999;-;50席／個室あり／全面喫煙可;
モミ＆トイズ 新宿イーストサイドスクエア店;（東新宿 / クレープ、サンドイッチ、カフェ）;3.00;3.00;3.00; ～￥999; ～￥999;個室なし;
清水食堂;（東新宿 / 韓国料理、韓国鍋、薬膳）;3.03;3.03;-;￥2,000～￥2,999;-;50席／個室なし／全面喫煙可;
ラーメン餃子館 小次郎 新宿店;（東新宿 / ラーメン、つけ麺、中華料理）;3.05;3.05;3.04;￥1,000～￥1,999; ～￥999;15席／個室なし／全面喫煙可;
昇竜;（東新宿 / 中華料理、中華麺（その他））;3.11;3.11;3.11;￥1,000～￥1,999; ～￥999;完全禁煙;
イナイイナイ バー;（新宿三丁目 / バー）;-;-;-;-;-;35席／全面喫煙可;
和処　秀;（東新宿 / しゃぶしゃぶ、割烹・小料理、和食（その他））;3.12;3.12;-;￥10,000～￥14,999;-;20席／個室あり(2人可、4人可、6人可、8人可、10～20人可)／全面喫煙可;
花豚;（新大久保 / 韓国料理）;3.00;3.00;-;￥3,000～￥3,999;-;個室なし／全面喫煙可;
チャクサルチキン 東京大久保店;（東新宿 / 韓国料理、居酒屋・ダイニングバー（その他）、その他肉料理）;-;-;-;￥2,000～￥2,999;￥1,000～￥1,999;30席／個室なし／全面喫煙可;
リボン 1号店;（東新宿 / カフェ）;-;-;-;-;-;;
和食とよま;（東新宿 / 定食・食堂）;3.03;-;3.03; ～￥999; ～￥999;19席／個室なし／全面喫煙可;
松屋;（東新宿 / 韓国料理、韓国鍋、冷麺）;3.54;3.54;3.11;￥3,000～￥3,999;￥2,000～￥2,999;個室なし／全面喫煙可;
和食処 一貫;（東新宿 / 居酒屋、和食（その他））;3.10;3.02;3.07;￥3,000～￥3,999; ～￥999;個室なし／全面喫煙可;
bb・q 新大久保エクスプレス店;（新大久保 / 韓国料理、ピザ、からあげ）;3.06;3.06;3.00;￥2,000～￥2,999; ～￥999;完全禁煙;
トンマッコル 歌舞伎町店;（西武新宿 / 韓国料理、焼鳥、バー・お酒（その他））;3.00;3.00;-;￥2,000～￥2,999;-;7席／個室なし／全面喫煙可;
ガスト 新宿職安通店;（西武新宿 / レストラン（その他））;3.00;-;3.00;-;￥1,000～￥1,999;;
アパホテル 東新宿駅前;（東新宿 / その他）;-;-;-;-;-;分煙;
花寿し;（西武新宿 / 寿司）;-;-;-;￥6,000～￥7,999;-;全面喫煙可;
焼肉キッチンスタジアム　黒5 歌舞伎町店;（東新宿 / 焼肉）;3.13;3.13;-;￥5,000～￥5,999;-;40席／個室あり(6人可)／全面喫煙可;
新宿とんかつさぼてん(デリカ) 新宿大久保二丁目店;（東新宿 / とんかつ、デリカテッセン、弁当）;3.00;-;3.00; ～￥999; ～￥999;;
とんかつ かつ味;（東新宿 / とんかつ、かつ丼・かつ重）;3.01;3.06;3.00;￥1,000～￥1,999; ～￥999;個室なし／全面喫煙可;
レストランバーピア;（東新宿 / レストラン（その他））;-;-;-;-;-;;
チャイナ・タワー;（東新宿 / 四川料理）;-;-;-;-;-;;
ATTIC;（西武新宿 / バー）;3.00;3.00;-;￥3,000～￥3,999;-;;
Cafe du Riche;（西武新宿 / カフェ、スイーツ（その他））;3.05;-;3.05;-; ～￥999;分煙;
ムスタング;（新大久保 / ネパール料理、インドカレー）;3.31;3.13;3.19; ～￥999;￥1,000～￥1,999;;
菜館;（西武新宿 / 中華料理）;-;-;-;-;-;;
ヌルッ;（西武新宿 / バー）;-;-;-;￥2,000～￥2,999;￥1,000～￥1,999;;
ホテルサンライト新宿;（新宿三丁目 / 旅館・オーベルジュ（その他））;3.00;3.00;-;￥1,000～￥1,999;-;;
黒執事;（東新宿 / バー）;-;-;-;￥5,000～￥5,999;-;;
フォルスト デュエ;（東新宿 / レストラン（その他））;-;-;-;-;-;68席;
祥龍房刀削麺荘;（東新宿 / ラーメン、四川料理、刀削麺）;2.98;2.99;3.00;￥1,000～￥1,999; ～￥999;全面喫煙可;
ジャジャンハウス;（西武新宿 / 韓国料理）;3.04;3.00;3.04; ～￥999; ～￥999;個室なし／全面喫煙可;
テンチョ;（西武新宿 / 韓国料理）;-;-;-;￥2,000～￥2,999;-;38席／個室なし／全面喫煙可;
ラムバー;（東新宿 / バー・お酒（その他）、ダイニングバー）;-;-;-;-;￥2,000～￥2,999;全面喫煙可;
高麗;（東新宿 / 韓国料理）;-;-;-;-;-;;
楽球や;（東新宿 / 焼鳥）;-;-;-;-;-;;
ジョンノホットク 5号店;（新大久保 / 韓国料理、スイーツ（その他））;3.00;3.00;3.00; ～￥999; ～￥999;;
桃太郎;（東新宿 / 寿司）;-;-;-;￥3,000～￥3,999;-;全面喫煙可;
ぴりか;（東新宿 / ジンギスカン）;-;-;-;￥2,000～￥2,999;-;35席／個室なし;
セ・シ・ボン;（東新宿 / カフェ、喫茶店）;3.01;-;3.00; ～￥999; ～￥999;;
CITTO;（東新宿 / バー）;-;-;-;-;-;;
ミサト;（東新宿 / ラーメン）;3.55;3.53;3.53; ～￥999; ～￥999;個室なし／完全禁煙;
創作料理 野辺地;（西武新宿 / 創作料理）;3.01;3.01;-;￥3,000～￥3,999;-;30席／個室なし／全面喫煙可;
RINGO;（西武新宿 / 居酒屋、焼酎、バー・お酒（その他））;-;-;-;-;-;全面喫煙可;
ソウルハウス;（新大久保 / 焼肉、韓国料理）;3.06;3.05;3.01;￥3,000～￥3,999; ～￥999;50席／個室あり／全面喫煙可;
林園;（新宿三丁目 / 中華料理）;-;-;-;-;-;;
バー バスター;（新宿三丁目 / バー）;-;-;-;-;-;10席／個室なし／全面喫煙可;
和平飯店;（東新宿 / 中華料理）;-;-;-; ～￥999; ～￥999;全面喫煙可;
大むら そば店;（東新宿 / そば、うどん）;3.01;3.04;2.99;￥1,000～￥1,999; ～￥999;個室なし／全面喫煙可;
韓国飲食店ドヤジ屋;（新大久保 / 韓国料理）;3.04;3.03;3.01;￥3,000～￥3,999;￥1,000～￥1,999;;
大むら;（東新宿 / そば、うどん）;3.08;3.06;3.02; ～￥999; ～￥999;個室なし／全面喫煙可;
たくあん;（東新宿 / 韓国料理）;3.00;-;3.00;￥3,000～￥3,999;￥2,000～￥2,999;個室なし／全面喫煙可;
みせるま;（東新宿 / カフェバー）;-;-;-;-; ～￥999;;
トマト2号店;（新大久保 / 韓国料理）;-;-;-;￥3,000～￥3,999;-;40席;
パリジェンヌ;（西武新宿 / 洋食、カフェ・喫茶（その他））;3.05;3.00;3.05; ～￥999; ～￥999;94席／全面喫煙可;
ラベーラ;（東新宿 / その他）;-;-;-;-;-;;
ひょっとこ;（西武新宿 / 定食・食堂）;3.00;3.00;-;￥1,000～￥1,999;-;;
鮨割烹 加賀;（新宿三丁目 / 寿司）;3.11;3.09;3.03;￥10,000～￥14,999;￥1,000～￥1,999;個室あり(6人可、8人可、10～20人可);
ブションコルク;（東新宿 / イタリアン、ワインバー、ダイニングバー）;-;-;-;￥2,000～￥2,999;-;30席／個室なし／全面喫煙可;
海豚;（東新宿 / 居酒屋、焼酎、ダイニングバー）;3.20;3.12;3.09;￥3,000～￥3,999; ～￥999;15席／個室なし／全面喫煙可;
利しり;（西武新宿 / ラーメン）;3.55;3.55;-;￥1,000～￥1,999;￥1,000～￥1,999;27席／個室なし;
漁火;（西武新宿 / 和食（その他））;-;-;-;-;-;35席;
VADEL;（東新宿 / バー）;-;-;-;-;-;;
クロウダディ・クラブ;（西武新宿 / ダイニングバー）;-;-;-;￥3,000～￥3,999;-;50席／個室なし／全面喫煙可;
ガルガンチユワ立花;（新宿三丁目 / 居酒屋）;-;-;-;-;-;;
ダ ルイジ 東新宿店;（東新宿 / イタリアン、バー、ワインバー）;3.06;3.04;3.03;￥3,000～￥3,999;￥1,000～￥1,999;80席／個室なし／分煙;
東新宿食堂;（東新宿 / 定食・食堂、丼もの（その他））;3.00;3.00;3.00; ～￥999; ～￥999;;
新田裏 小松庵;（東新宿 / そば）;3.08;3.05;3.03;￥1,000～￥1,999; ～￥999;16席／個室なし／完全禁煙;
芦屋;（東新宿 / 焼酎）;-;-;-;￥2,000～￥2,999;-;25席／全面喫煙可;
鮨処　野辺地;（西武新宿 / 寿司）;3.00;3.00;-;￥2,000～￥2,999;-;;
ラウンジバー・ クリシュナ;（新宿三丁目 / ラウンジ、バー）;3.02;3.02;-;￥2,000～￥2,999;-;10席／全面喫煙可;
チキンタウン;（新大久保 / 鳥料理、韓国料理）;-;-;-;-;-;;
ジニアス;（西武新宿 / レストラン（その他））;-;-;-;-;-;;
AJITO;（西武新宿 / バー、カフェ）;-;-;-;-;-;;
台湾餃子房;（東新宿 / 台湾料理）;3.00;3.00;3.00;￥2,000～￥2,999; ～￥999;30席／個室なし／全面喫煙可;
ギバス;（新宿三丁目 / ラウンジ）;-;-;-;￥4,000～￥4,999;-;20席／全面喫煙可;
レッグス;（新宿三丁目 / レストラン（その他））;-;-;-;-;-;;
舌鼓;（東新宿 / 焼鳥、もつ鍋、魚介料理・海鮮料理）;3.00;3.00;-;￥3,000～￥3,999;-;45席／個室あり／全面喫煙可;
たこ焼き　元祖どないや ドン・キホーテ新宿店;（新大久保 / たこ焼き）;-;-;-;-; ～￥999;;
エジプトカレー;（東新宿 / カレー（その他）、アジア・エスニック料理（その他）、バー・お酒（その他））;3.17;3.03;3.15;￥1,000～￥1,999; ～￥999;15席／個室なし／分煙;
漢拏山;（東新宿 / 韓国料理）;3.00;-;3.00;￥5,000～￥5,999; ～￥999;50席／全面喫煙可;
下田港;（西武新宿 / 居酒屋）;-;-;-;-;-;全面喫煙可;
アーバンホテル 新宿;（東新宿 / 旅館・オーベルジュ（その他））;-;-;-;-;-;;
酔っていいとも;（西武新宿 / バー）;-;-;-;￥5,000～￥5,999;-;8席／個室なし／全面喫煙可;
源さん;（西武新宿 / 居酒屋）;-;-;-;-;-;;
沙介;（東新宿 / しゃぶしゃぶ、鍋（その他）、居酒屋）;-;-;-;-; ～￥999;45席／個室あり(2人可、4人可、6人可、8人可、10～20人可)／全面喫煙可;
世界のなべけん;（西武新宿 / ラーメン、バー）;-;-;-;￥3,000～￥3,999;-;;
ジョンノホットク 1号店;（新大久保 / 韓国料理）;3.39;3.29;3.13; ～￥999; ～￥999;個室なし;
かぶき屋;（新大久保 / 居酒屋）;-;-;-;￥3,000～￥3,999;-;;
パボ;（新宿三丁目 / ビストロ、バー）;3.13;3.13;-;￥3,000～￥3,999;-;12席／個室なし;
医食同源 痩身膳;（東新宿 / 割烹・小料理、居酒屋、魚介料理・海鮮料理）;3.17;3.17;-;￥4,000～￥4,999;-;全面喫煙可;
楓味園;（東新宿 / 中華料理）;-;-;-;-;-;;
桂庵 新大久保店;（東新宿 / そば、うどん）;-;-;-;-;-;;
松屋 東新宿店;（東新宿 / 牛丼、カレーライス、定食・食堂）;3.01;3.01;-; ～￥999; ～￥999;完全禁煙;
バー・プレッソ 新宿;（西武新宿 / バー）;-;-;-;-;-;15席／全面喫煙可;
清晃;（東新宿 / 焼鳥）;3.03;3.03;-;￥4,000～￥4,999;-;20席／全面喫煙可;
WiLL;（東新宿 / カフェ）;-;-;-;-;-;;
カフェアンドバー ファクトリーフォーティーファイブ;（新大久保 / バー、カフェバー）;-;-;-;-;-;個室なし／全面喫煙可;
黒川;（東新宿 / おでん、割烹・小料理）;-;-;-;-;-;;
BAR Flower;（西武新宿 / バー）;-;-;-;-;-;;
和食 旬美;（東新宿 / 魚介料理・海鮮料理、天ぷら・揚げ物（その他）、居酒屋）;3.22;3.23;3.20;￥3,000～￥3,999;￥1,000～￥1,999;18席／個室なし／完全禁煙;
喫茶クローバ;（西武新宿 / 喫茶店）;3.00;-;3.00;-; ～￥999;;
Bar 雨;（西武新宿 / バー）;-;-;-;-;-;全面喫煙可;
月亭 新宿本店;（西武新宿 / すき焼き、しゃぶしゃぶ、懐石・会席料理）;3.12;3.09;3.06;￥8,000～￥9,999;￥3,000～￥3,999;179席／個室あり(2人可、4人可、6人可、8人可、10～20人可、20～30人可)／全面喫煙可;
ＲＥＶＯＬＵＴＩＯＮ;（東新宿 / バー、ダイニングバー、バー・お酒（その他））;-;-;-;￥3,000～￥3,999;-;37席／個室なし／全面喫煙可;
飯バー ギバス;（新宿三丁目 / バー）;-;-;-;-;-;;
つむぎ;（東新宿 / 焼鳥、居酒屋、ホルモン）;3.12;3.12;-;￥2,000～￥2,999;-;15席／個室なし／全面喫煙可;
やよい軒 新宿明治通り店;（東新宿 / 定食・食堂）;3.00;3.00;3.00; ～￥999; ～￥999;個室なし／完全禁煙;
トライ飯店;（東新宿 / 中華料理、そば・うどん・麺類（その他））;3.03;3.00;3.03;￥1,000～￥1,999;￥2,000～￥2,999;個室なし／完全禁煙;
muse;（東新宿 / バー、バー・お酒（その他）、その他）;-;-;-;-;-;26席／個室あり／全面喫煙可;
Bａｒ 2neo;（東新宿 / ビアバー）;-;-;-;￥1,000～￥1,999; ～￥999;15席／個室なし／全面喫煙可;
マクドナルド 東新宿駅前店;（東新宿 / ハンバーガー、鳥料理）;3.01;3.01;3.00; ～￥999; ～￥999;87席／個室なし／完全禁煙;
唐家私菜;（東新宿 / 中華料理、居酒屋、餃子）;3.00;-;3.00; ～￥999; ～￥999;36席／個室なし／全面喫煙可;
味楽;（東新宿 / 韓国料理）;-;-;-;-;-;;
BAR2020;（東新宿 / オムライス、バー）;-;-;-;-;-;14席／個室なし／全面喫煙可;
サムスンネ;（東新宿 / 韓国料理）;3.01;3.01;3.00;￥2,000～￥2,999; ～￥999;全面喫煙可;
韓国広場;（東新宿 / 韓国料理、レストラン（その他）、デリカテッセン）;3.11;3.11;3.03;￥1,000～￥1,999; ～￥999;個室なし;
トマトバー;（新大久保 / バー）;3.03;3.03;-;￥1,000～￥1,999;-;34席／全面喫煙可;
鮨すずき 新宿店;（東新宿 / 寿司）;3.00;3.00;-;￥10,000～￥14,999;-;11席／個室なし／完全禁煙;
味処 茶々;（西武新宿 / 割烹・小料理）;3.07;3.07;-;￥10,000～￥14,999;-;20席;
アルトニア;（東新宿 / カフェ）;3.31;3.17;3.17;￥1,000～￥1,999;￥1,000～￥1,999;16席／個室なし／完全禁煙;
ラクザ;（新大久保 / ケーキ、パン、洋菓子（その他））;3.11;-;3.11;-; ～￥999;;
ベトナム料理 ホァングン 新大久保店;（新大久保 / ベトナム料理）;3.05;3.04;3.01;￥2,000～￥2,999; ～￥999;全面喫煙可;
らいばる;（西武新宿 / パブ）;-;-;-;￥2,000～￥2,999;-;個室なし／全面喫煙可;
酒処　司;（東新宿 / 居酒屋）;3.18;3.12;3.07;￥6,000～￥7,999; ～￥999;29席／個室なし／全面喫煙可;
炭焼酒家 麻浦;（東新宿 / 韓国料理）;-;-;-;￥3,000～￥3,999;-;;
オムニ食堂 3号店;（新大久保 / 韓国料理）;3.00;3.00;3.00;￥3,000～￥3,999; ～￥999;;
宋家ガムジャタン;（東新宿 / 韓国料理、鍋（その他）、韓国鍋）;3.24;3.24;3.01;￥3,000～￥3,999;-;45席／個室なし／全面喫煙可;
ねじりはちまき八丁目;（東新宿 / バー）;-;-;-;￥5,000～￥5,999;-;;
イーホテル 東新宿;（東新宿 / その他）;-;-;-;-;-;個室あり;
台湾小料理　香城;（新宿三丁目 / 台湾料理、中華料理、居酒屋・ダイニングバー（その他））;3.53;3.53;-;￥2,000～￥2,999;-;20席／個室なし／全面喫煙可;
ケンジョウ;（東新宿 / レストラン（その他））;-;-;-;-;-;;
チカチュウ;（西武新宿 / バー）;-;-;-;￥2,000～￥2,999;-;20席;
両班;（東新宿 / 韓国料理、焼肉、韓国鍋）;2.98;2.99;2.99;￥2,000～￥2,999;-;80席／個室あり(20～30人可)／全面喫煙可;
丸王製麺所;（東新宿 / ラーメン）;-;-;-; ～￥999;-;;
ケープラス韓流百貨店;（東新宿 / その他、韓国料理）;3.02;3.02;3.00;￥1,000～￥1,999; ～￥999;;
アルバトロスG;（新宿三丁目 / バー）;-;-;-;￥2,000～￥2,999;-;28席／個室なし／全面喫煙可;
せきね家;（西武新宿 / ジンギスカン）;3.00;3.00;-;-;-;12席／全面喫煙可;
韓ドラ;（東新宿 / 韓国料理、韓国鍋、アジア・エスニック料理（その他））;3.01;-;3.01;￥2,000～￥2,999;-;52席／個室なし／全面喫煙可;
鳥森;（新宿三丁目 / 居酒屋、焼鳥）;3.09;3.09;-;￥3,000～￥3,999;-;30席／個室なし／全面喫煙可;
あじさい;（東新宿 / 居酒屋）;-;-;-;-;-;;
デミタス;（東新宿 / 喫茶店）;3.00;-;3.00;-; ～￥999;個室なし／分煙;
麺 くぼ田;（東新宿 / ラーメン、つけ麺）;3.40;3.19;3.31; ～￥999; ～￥999;12席／個室なし／完全禁煙;
バー アミーチ;（東新宿 / バー、スポーツバー、カレーライス）;-;-;-;￥4,000～￥4,999;-;23席／個室なし／全面喫煙可;
アワーピープル;（西武新宿 / バー）;-;-;-;-;-;;
インドレストラン フードランド;（東新宿 / インド料理、ネパール料理、インドカレー）;3.05;3.07;3.00;￥1,000～￥1,999; ～￥999;全面喫煙可;
POKER　FACE;（東新宿 / その他）;-;-;-;￥6,000～￥7,999;-;8席／個室なし／全面喫煙可;
肉＆麺;（東新宿 / 韓国料理、中華料理、豚しゃぶ）;-;-;-;￥2,000～￥2,999; ～￥999;60席／個室なし／分煙;
アムネシア;（西武新宿 / その他）;-;-;-;-;-;;
辛ちゃん;（東新宿 / 韓国料理）;3.00;3.00;-;￥5,000～￥5,999;-;個室なし／全面喫煙可;
ホンアホンア;（東新宿 / バイキング、韓国料理、居酒屋）;-;-;-;￥1,000～￥1,999; ～￥999;100席／個室なし／全面喫煙可;
えびす;（東新宿 / 居酒屋、天ぷら・揚げ物（その他）、鳥料理）;-;-;-;￥4,000～￥4,999;-;15席／個室なし／全面喫煙可;
武橋洞活ナッチ;（東新宿 / 韓国料理）;-;-;-;-; ～￥999;;
新大久保 アジアン居酒屋ムスタング;（新大久保 / 和食（その他））;-;-;-;-;-;;
おばこ;（東新宿 / 割烹・小料理）;-;-;-;￥2,000～￥2,999;-;;
オタマ 歌舞伎町店;（東新宿 / 洋食・欧風料理（その他））;-;-;-;-;-;52席;
魚の家;（東新宿 / 韓国料理）;-;-;-;-;-;;
BAR 食房 アングラ;（西武新宿 / ダイニングバー、居酒屋、スポーツバー）;-;-;-;￥2,000～￥2,999;-;50席／個室なし／全面喫煙可;
龍門;（東新宿 / 中華料理、ちゃんぽん、餃子）;3.23;3.02;3.23;￥1,000～￥1,999; ～￥999;30席／個室なし／全面喫煙可;
たこやき 元祖どないや 新宿区役所通り店;（新宿三丁目 / たこ焼き、そば・うどん・麺類（その他）、おでん）;3.00;3.00;-;￥1,000～￥1,999;￥1,000～￥1,999;個室なし;
エポカ;（新宿三丁目 / バー）;-;-;-;￥3,000～￥3,999;-;14席／個室なし／全面喫煙可;
叙々苑キッチン 新宿店;（西武新宿 / 弁当）;3.03;3.03;-;￥1,000～￥1,999;-;個室なし;
ボンジュクお粥 大久保店;（東新宿 / 韓国料理）;3.28;3.28;3.00;￥1,000～￥1,999;￥1,000～￥1,999;;
立呑み処　花月;（東新宿 / 居酒屋）;3.01;3.01;-;￥1,000～￥1,999;-;3席／全面喫煙可;
ハニーカフェ;（新大久保 / カフェ）;2.98;2.98;3.00; ～￥999; ～￥999;34席／個室なし／分煙;
琥珀;（新宿三丁目 / 居酒屋、バー、バー・お酒（その他））;-;-;-;￥3,000～￥3,999;-;10席／個室なし／全面喫煙可;
リバティー　恵美加;（東新宿 / レストラン（その他））;-;-;-;-;-;;
追い風;（新宿三丁目 / バー）;3.10;3.10;-;￥3,000～￥3,999;-;5席／個室なし;
ふる里;（東新宿 / 定食・食堂）;3.12;3.12;-; ～￥999;-;10席／個室なし／全面喫煙可;
チェリー ボンボン;（東新宿 / チョコレート）;3.50;-;3.50;-; ～￥999;;
壱角家 新宿5丁目店;（東新宿 / ラーメン、油そば）;3.06;3.00;3.10; ～￥999; ～￥999;24席／個室なし／完全禁煙;
皇品;（東新宿 / 台湾料理）;3.04;3.04;-;￥4,000～￥4,999;-;28席;
おかやま;（東新宿 / 焼肉、居酒屋、牛料理）;3.10;3.06;3.04;￥2,000～￥2,999; ～￥999;30席／個室なし／全面喫煙可;
花梨;（東新宿 / 居酒屋）;-;-;-;￥2,000～￥2,999;-;;
鐘路福餅 21世紀HoTok;（新大久保 / スイーツ（その他））;3.57;3.16;3.57; ～￥999; ～￥999;個室なし;
Bacchus;（西武新宿 / バー）;-;-;-;-;-;;
石の家 星;（東新宿 / 中華料理、居酒屋）;-;-;-;-; ～￥999;;
